Woord;Positive;Negative;Trust;Surprise;Joy;Sadness;Fear;Disgust;Anger;Anticipation
slager;0;1;0;0;0;0;1;1;1;0
slagveld;0;1;0;0;0;0;1;0;0;0
slak;0;1;0;0;0;0;0;1;0;0
slang;0;1;0;0;0;0;1;1;0;0
slank;1;0;0;0;0;0;0;0;0;0
slap;0;1;0;0;0;1;0;1;0;0
slapeloosheid;0;0;0;0;0;0;0;0;0;0
slaperig;0;0;0;0;0;0;0;0;0;0
slaperigheid;0;1;0;0;0;0;0;0;0;0
slavernij;0;1;0;0;0;1;1;1;1;0
slecht;0;1;0;0;0;1;1;1;1;0
slechtheid;0;1;0;0;0;0;1;1;1;0
slepen;0;0;0;0;0;0;0;0;0;0
slet;0;1;0;0;0;0;0;1;1;0
sleuf;0;0;0;0;0;0;0;0;0;0
sleutel;0;0;0;0;0;0;0;0;0;0
slijpen;0;0;0;0;0;0;0;0;0;0
slijper;0;0;0;0;0;0;0;0;0;0
slijtage;0;1;1;0;0;0;0;0;0;0
slikken;0;0;0;0;0;0;0;0;0;0
slim;1;0;0;0;0;0;0;0;0;0
slinger;0;0;0;0;0;0;0;0;0;0
slinks;0;0;0;0;0;0;0;0;0;0
slippen;0;1;0;0;0;1;1;0;1;0
slok;0;0;0;1;0;0;1;0;0;0
sloop;0;1;0;0;0;0;0;0;0;0
slopen;0;1;0;0;0;1;0;0;1;0
slordig;0;1;0;0;0;0;0;1;0;0
slordigheid;0;1;0;0;0;0;0;1;1;0
slot;0;0;0;0;0;0;0;0;0;0
slotstuk;0;0;0;0;0;0;0;0;0;0
sluier;0;0;0;0;0;0;0;0;0;0
sluimerend;0;0;0;0;0;0;0;0;0;0
sluiter;0;0;0;0;0;0;0;0;0;0
sluiting;1;0;0;0;1;1;0;0;0;1
sluitstuk;0;0;0;0;0;0;0;0;0;0
sluw;1;1;0;0;0;0;0;0;0;0
smaad;0;1;1;0;0;0;1;0;1;0
smaak;1;0;1;0;1;0;0;0;0;1
smaakvol;1;0;0;0;0;0;0;0;0;0
smal;0;0;0;0;0;0;0;0;0;0
smart;0;1;0;0;0;1;0;0;0;0
smartelijk;0;1;0;0;0;1;1;0;1;0
smeden;1;0;0;0;0;0;0;0;0;0
smeken;0;0;0;0;0;0;0;0;0;0
smelten;0;0;0;0;0;0;0;0;0;0
smerig;0;1;0;0;0;0;0;1;0;0
smet;0;1;0;0;0;1;1;1;1;0
smid;0;0;0;0;0;0;0;0;0;0
smijten;0;0;0;0;0;0;0;0;0;0
smokkelwaar;0;1;0;0;0;0;1;1;1;0
snack;0;0;0;0;0;0;0;0;0;0
snavel;0;0;0;0;0;0;0;0;0;0
sneeuw;0;0;0;0;0;0;0;0;0;0
sneeuwstorm;0;0;0;0;0;0;0;0;0;0
snel;0;0;0;1;0;0;0;0;0;0
snelheid;0;0;0;0;0;0;0;0;0;0
snelheidsmeter;0;0;0;0;0;0;0;0;0;0
snelweg;0;0;0;0;0;0;0;0;0;0
snijden;0;0;0;0;0;0;0;0;0;0
snijder;0;1;0;0;0;0;1;0;0;0
snijwerk;0;0;0;0;0;0;0;0;0;0
snik;0;0;0;1;0;0;0;0;0;0
snoeien;0;0;0;0;0;0;0;0;0;0
snoep;0;0;0;0;0;0;0;0;0;0
sober;0;1;0;0;0;1;1;0;0;0
sociaal;0;0;0;0;0;0;0;0;0;0
soep;1;0;0;0;0;0;0;0;0;0
sofa;0;0;0;0;0;0;0;0;0;0
sok;0;0;0;0;0;0;0;0;0;0
sokkel;0;0;0;0;0;0;0;0;0;0
soldaat;1;0;0;0;0;1;0;0;1;0
solide;1;0;0;0;0;0;0;0;0;0
solo;0;0;0;0;0;0;0;0;0;0
som;0;0;0;0;0;0;0;0;0;0
somber;0;1;0;0;0;1;1;1;0;0
somberheid;0;1;0;0;0;1;0;0;0;0
sommering;0;0;0;0;0;0;0;0;0;0
soort;1;0;1;0;1;0;0;0;0;0
soortgelijk;0;0;0;0;0;0;0;0;0;0
sorteren;0;0;0;0;0;0;0;0;0;0
sou;0;0;0;0;0;0;0;0;0;0
spaander;0;0;0;0;0;0;0;0;0;0
spaarzaamheid;1;0;1;0;0;0;0;1;0;0
spade;0;0;0;0;0;0;0;0;0;0
spanning;0;1;0;0;0;0;0;0;0;0
sparen;1;0;1;0;1;0;0;0;0;0
speciaal;1;0;0;0;1;0;0;0;0;0
specifiek;0;0;0;0;0;0;0;0;0;0
spectaculaire;0;0;0;1;0;0;0;0;0;1
speelbal;0;0;0;0;0;0;0;0;0;0
speels;1;0;1;1;1;0;0;0;1;0
speer;0;0;0;0;0;0;0;0;0;0
spel;0;0;0;0;0;0;0;0;0;0
spelen;0;0;0;0;0;0;0;0;0;0
spie;0;0;1;0;0;0;0;0;0;0
spiegel;0;0;0;0;0;0;0;0;0;0
spijker zonder kop;0;0;0;0;0;0;0;0;0;0
spijsvertering;0;0;0;0;0;0;0;0;0;0
spijt;0;1;0;0;0;1;0;0;0;0
spil;1;0;1;0;0;0;0;0;0;0
spinnen;0;0;0;0;0;0;0;0;0;0
spionage;0;1;0;0;0;0;0;0;0;0
spit;0;0;0;0;0;0;0;1;0;0
spits toelopend;0;0;0;0;0;0;0;0;0;0
spleet;0;1;0;0;0;0;0;0;0;0
splijtbaar;0;0;0;0;0;0;0;0;0;0
splijting;0;0;0;0;0;0;0;0;0;0
splinter;0;0;0;0;0;0;0;0;0;0
splitsing;0;0;0;0;0;0;0;0;0;0
spoel;0;0;0;0;0;0;0;0;0;0
spoken;0;1;0;0;0;0;1;0;0;0
spook;0;0;0;0;0;0;1;0;0;0
spoor;0;0;0;0;0;0;0;0;0;1
spoorweg;0;0;0;0;0;0;0;0;0;0
sport;0;0;0;0;0;0;0;0;0;0
sport-;0;0;0;0;0;0;0;0;0;0
spot;0;1;0;0;0;0;0;1;1;0
spotprent;0;0;0;0;0;0;0;0;0;0
spraak;1;0;0;0;0;0;0;0;0;0
spraakzaam;0;1;0;0;0;0;0;0;0;0
springen;1;0;0;0;1;0;0;0;0;0
sprinkhaan;0;1;0;0;0;0;1;0;0;0
spruw;0;0;0;0;0;0;0;0;0;0
spul;0;0;0;0;0;0;0;0;0;0
staaf;1;0;1;0;0;0;1;0;0;0
staal;0;0;0;0;0;0;0;0;0;0
staan;0;0;0;0;0;0;0;0;0;0
staar;0;1;0;0;0;1;1;0;0;1
staart;0;0;0;0;0;0;0;0;0;0
staart-;0;0;0;0;0;0;0;0;0;0
staat;0;0;0;0;0;0;0;0;0;0
stabiel;1;0;1;0;0;0;0;0;0;0
stack;0;0;0;0;0;0;0;0;0;0
stad;0;0;0;0;0;0;0;0;0;0
staken;0;1;0;0;0;0;0;0;0;0
staking;0;1;0;0;0;0;0;0;1;0
stallen;0;0;0;0;0;0;0;0;0;0
stam;0;0;1;0;0;0;0;0;0;0
stamp;0;0;0;0;0;0;0;0;0;0
standaard;0;0;0;0;0;0;0;0;0;0
standbeeld;1;0;0;0;0;0;0;0;0;0
standvastigheid;1;0;1;0;0;0;0;0;0;0
stap;0;0;0;0;0;0;0;0;0;0
stapel;0;0;0;0;0;0;0;0;0;0
stapelplaats;0;0;0;0;0;0;0;0;0;0
stapelwolk;0;0;0;0;0;0;0;0;0;0
staren;0;0;0;0;0;0;0;0;0;0
station;0;0;0;0;0;0;0;0;0;0
steeg;0;0;0;0;0;0;0;0;0;0
steek;0;1;0;0;0;0;1;0;1;0
steel;0;0;0;0;0;0;0;0;0;0
steen;0;1;0;0;0;0;0;0;1;0
steenhoop;0;0;0;0;0;0;0;0;0;0
steil;0;0;0;0;0;0;0;0;0;0
stek;0;1;0;0;0;1;1;1;1;0
stekelvarken;0;1;0;0;0;0;0;0;0;0
stekken;0;0;0;0;0;0;0;0;0;0
stem;1;1;1;1;1;1;0;0;1;1
stemming;1;0;1;0;0;0;0;0;0;1
stemmingen;0;0;0;0;0;0;0;0;0;0
stempel;0;1;0;1;0;1;1;0;1;0
ster;1;0;1;0;1;0;0;0;0;1
sterfgeval;0;1;0;0;0;1;0;0;0;0
sterkte;1;0;1;0;0;0;0;0;0;0
sterren;0;0;0;0;0;0;0;0;0;0
sterrenbeeld;0;0;0;0;0;0;0;0;0;0
sterven;0;1;0;0;0;1;1;0;0;0
stervende;0;1;0;0;0;1;1;1;1;0
steunpilaar;0;0;0;0;0;0;0;0;0;0
stevig;0;0;0;0;0;0;0;0;0;0
stevigheid;1;0;1;0;0;0;0;0;0;0
stichtelijk;1;0;1;0;0;0;0;0;0;0
stichting;1;0;1;0;1;0;0;0;0;1
Stier;0;0;0;0;0;0;0;0;0;0
stijf;0;1;0;0;0;0;0;0;0;0
stijfheid;0;1;0;0;0;0;0;0;0;0
stijgen;0;0;0;0;0;0;0;0;0;0
stijl;0;0;0;0;0;0;0;0;0;0
stijven;0;0;0;0;0;0;0;0;0;0
stil;0;0;0;0;0;0;0;0;0;0
stilgelegde;0;1;0;0;0;0;0;0;1;0
stillen;1;0;0;0;0;0;0;0;0;0
stilstand;0;1;0;0;0;0;0;0;1;0
stilte;1;0;0;0;0;0;0;0;0;0
stinken;0;1;0;0;0;0;0;1;0;0
stip;0;0;0;0;0;0;0;0;0;0
stipt;1;0;1;0;0;0;0;0;0;1
stoeipartij;1;0;0;0;1;0;0;0;0;0
stoel;0;0;0;0;0;0;0;0;0;0
stof;1;1;0;0;0;0;0;0;0;0
stofdoek;0;0;0;0;0;0;0;0;0;0
stoffelijk;1;0;0;0;0;0;0;0;0;0
stoffelijk overschot;1;1;1;0;0;0;1;1;0;0
stoffig;0;0;0;0;0;0;0;0;0;0
stok;0;0;0;0;0;0;0;0;0;0
stolling;0;0;0;0;0;0;0;0;0;0
stom;0;1;0;0;0;0;0;0;0;0
stomp;0;0;0;0;0;0;0;0;0;0
stoot;0;0;0;0;0;0;0;0;0;0
stootkussen;1;0;0;0;0;0;0;0;0;0
stopcontact;0;0;0;0;0;0;0;0;0;0
stoppen;0;0;0;0;0;0;0;0;0;0
stopzetting;0;1;0;0;0;0;0;0;0;0
storend;0;0;0;0;0;0;0;0;1;0
storm;0;1;0;0;0;0;0;0;1;0
stormloop;0;0;0;0;0;0;0;0;0;0
stortbui;0;0;0;0;0;0;0;0;0;0
storting;0;0;0;0;0;0;0;0;0;0
stortplaats;0;0;0;0;0;0;0;0;0;0
stortplaatsen;0;1;0;0;0;1;0;0;1;0
stortvloed;0;1;0;1;0;1;1;0;0;0
stoven;0;0;0;0;0;0;0;0;0;0
straal;1;0;0;0;1;0;0;0;0;0
straat;0;0;0;0;0;0;0;0;0;0
straffen;0;1;0;0;0;0;1;0;0;0
stralend;1;0;0;0;1;0;0;0;0;1
strand;0;0;0;0;1;0;0;0;0;0
strategie;0;0;0;0;0;0;0;0;0;0
streep;0;1;0;0;0;0;0;0;0;0
strekken;0;0;0;0;0;0;0;0;0;0
strelen;1;0;0;0;0;0;0;0;0;0
streng;0;1;0;0;0;0;0;0;0;0
strengheid;0;1;0;0;0;0;0;0;0;0
streven;1;0;0;0;1;0;0;0;0;1
strijd;0;1;0;0;0;1;1;0;1;0
strijdbaar;0;0;0;0;0;0;0;0;0;0
strijdende;0;0;0;0;0;0;0;0;0;0
strijder;0;1;0;0;0;0;1;0;1;0
strijdlustig;0;1;0;0;0;0;1;0;1;0
strijdwagen;0;0;0;0;0;0;0;0;0;0
strip;0;1;0;0;0;1;0;0;0;0
stro;0;0;0;0;0;0;0;0;0;0
stromen;1;0;0;0;0;0;0;0;0;0
stront;0;1;0;0;0;0;0;1;1;0
stroom;0;1;0;0;1;0;0;1;0;0
stropdas;0;0;0;0;0;0;0;0;0;0
struik;0;0;0;0;0;0;0;0;0;0
struikelen;0;1;0;0;0;1;0;0;1;0
student;0;0;0;0;0;0;0;0;0;0
studie;1;0;0;0;0;0;0;0;0;0
studiebeurs;0;0;1;0;0;0;0;0;0;0
stuiteren;0;0;0;0;0;0;0;0;0;0
stunt;0;0;0;0;0;0;0;0;0;0
sturen;0;0;0;0;0;0;0;0;0;0
stuurman;1;0;1;0;0;0;0;0;0;0
stuwkracht;1;0;0;0;0;0;0;0;0;1
subsidie;0;1;0;0;0;0;0;1;1;0
substituut;0;0;0;0;0;0;0;0;0;0
succes;1;0;0;0;1;0;0;0;0;1
suggereren;0;0;1;0;0;0;0;0;0;0
suggestie;0;0;0;0;0;0;0;0;0;0
suiker;1;0;0;0;0;0;0;0;0;0
supplies;1;0;0;0;0;0;0;0;0;0
sussen;0;0;0;0;0;0;0;0;0;0
sympathie;1;0;0;0;0;1;0;0;0;0
sympathiek;1;0;1;0;1;1;1;0;0;0
syntaxis;0;0;0;0;0;0;0;0;0;0
systeem;0;0;1;0;0;0;0;0;0;0
taai;0;1;0;0;0;1;0;0;0;0
taak;1;0;0;0;0;0;0;0;0;0
taal;0;0;0;0;0;0;0;0;0;0
taalkundig;0;0;0;0;0;0;0;0;0;0
taart;0;0;0;0;0;0;0;0;0;0
tabak;0;1;0;0;0;0;0;0;0;0
tabel;0;0;1;0;0;0;0;0;0;0
tablet;0;0;0;0;0;0;0;0;0;0
tachtig;0;0;0;0;0;0;0;0;0;0
tafel;0;0;0;0;0;0;0;0;0;0
taille;0;0;0;0;0;0;0;0;0;0
tak;0;0;0;0;0;0;0;0;0;0
talrijk;0;0;0;0;0;0;0;0;0;0
tamelijk;1;0;1;0;0;0;0;0;0;0
tand;0;0;0;0;0;0;0;0;0;0
tandheelkunde;0;0;0;0;0;0;1;0;0;0
tang;0;0;0;0;0;0;0;0;0;0
tante;1;0;1;0;0;0;0;0;0;0
tap;0;0;0;0;0;0;0;0;0;0
taps;0;0;0;0;0;0;0;0;0;0
tarief;0;0;0;0;0;0;0;0;0;0
tarting;0;1;0;0;0;0;1;1;1;0
tasten;0;1;0;0;0;0;1;1;1;0
taxeren;0;0;0;0;0;0;0;0;0;0
taxi;1;0;0;0;0;0;0;0;0;0
taxonomie;0;0;0;0;0;0;0;0;0;0
taxusboom;0;0;0;0;0;0;0;0;0;0
te onderscheiden;0;0;0;0;0;0;0;0;0;0
te verwaarlozen;0;0;0;0;0;0;0;0;0;0
te voorschijn komen;0;0;0;0;0;0;0;0;0;0
team;0;0;1;0;0;0;0;0;0;0
technicus;0;0;0;0;0;0;0;0;0;0
technologie;1;0;0;0;0;0;0;0;0;0
teef;0;1;0;0;0;1;1;1;1;0
teelt;1;0;0;0;0;0;0;0;0;0
teen;0;0;0;0;0;0;0;0;0;0
tegel;0;0;0;0;0;0;0;0;0;0
tegelijk;0;0;0;0;0;0;0;0;0;0
tegendeel;0;1;0;0;0;0;0;0;0;0
tegeneis;0;0;0;0;0;0;0;0;0;0
tegengesteld;0;0;0;0;0;0;0;0;0;0
tegengestelde;0;0;0;0;0;0;0;0;0;0
tegengewicht;0;0;0;0;0;0;0;0;0;0
tegengif;1;0;1;0;0;0;0;0;0;1
tegenhanger;0;0;0;0;0;0;0;0;0;0
tegenover;0;0;0;0;0;0;0;0;0;0
tegenspoed;0;1;0;0;0;1;1;0;1;0
tegenspreken;0;1;0;0;0;0;0;0;1;0
tegenstand;0;1;0;0;0;0;0;0;1;0
tegenstander;0;1;0;0;0;0;0;0;1;0
tegenstelling;0;1;0;0;0;0;0;0;1;0
tegenstrijdig;0;1;0;0;0;0;0;0;0;0
tegenstrijdigheid;0;1;0;0;0;0;0;0;0;0
tegenwerken;0;1;0;0;0;0;0;0;0;0
tegenwoordig;0;0;0;0;0;0;0;0;0;0
teint;0;0;0;0;0;0;0;0;0;0
teisteren;0;1;0;0;0;1;1;0;0;0
teken;0;0;0;0;0;0;0;0;0;0
tekening;0;0;0;0;0;0;0;0;0;0
tekort;0;1;0;0;0;0;0;0;0;0
tekortkoming;0;1;0;0;0;1;1;0;1;1
tekst;0;0;0;0;0;0;0;0;0;0
telefoon;0;0;0;0;0;0;0;0;0;0
telefoontje;0;0;0;0;0;0;0;0;0;0
telegraaf;0;0;0;0;0;0;0;0;0;0
teleurgesteld;0;1;0;0;0;1;0;1;1;0
teleurstellen;0;1;0;0;0;1;0;1;1;0
teleurstellend;0;1;0;0;0;1;0;0;0;0
teleurstelling;0;1;0;0;0;1;0;1;0;0
televisie;0;0;0;0;0;0;0;0;0;0
tellen;1;0;1;0;0;0;0;0;0;0
teller;0;0;0;0;0;0;0;0;0;0
tellingen;0;0;0;0;0;0;0;0;0;0
temming;0;0;0;0;0;0;0;0;0;0
tempel;0;0;0;0;0;0;0;0;0;0
temperatuur;0;0;0;0;0;0;0;0;0;0
tempo;0;0;0;0;0;0;0;0;0;0
ten onrechte;0;1;0;0;0;1;1;0;1;0
tender;1;0;1;0;1;0;0;0;0;0
tennis;0;0;0;0;0;0;0;0;0;0
tenslotte;1;0;0;0;0;0;0;0;0;1
tent;0;0;0;0;0;0;0;0;0;0
tentamen;0;0;0;0;0;0;0;0;0;0
tentoongesteld;0;0;0;0;0;0;0;0;0;0
tentoonstellen;0;0;0;0;0;0;0;0;0;0
tentoonstelling;0;0;0;0;0;0;0;0;0;0
tepelhof;0;0;0;0;0;0;0;0;0;0
term;0;0;0;0;0;0;0;0;0;0
termen;0;0;0;0;0;0;0;0;0;0
terminal;0;1;0;0;0;1;1;0;0;0
terneergeslagen;0;1;0;0;0;1;1;0;1;0
terrein;0;0;0;0;0;0;0;0;0;0
terug;0;0;0;0;0;0;0;0;0;0
terugdeinzen;0;1;0;1;0;1;1;1;0;1
teruggave;1;0;0;0;0;0;0;0;1;0
teruggooi;0;1;0;0;0;0;0;0;0;0
terugkeer;0;0;0;0;0;0;0;0;0;0
terugroepen;0;0;0;0;0;0;0;0;0;0
terugslaan;0;0;0;0;0;0;0;0;0;0
test;0;0;0;0;0;0;0;0;0;0
teugel;0;0;0;0;0;0;0;0;0;0
tevreden;1;0;0;0;1;0;0;0;0;0
tevredenheid;0;0;0;0;0;0;0;0;0;0
theater;0;0;0;0;0;0;0;0;0;0
theater-;0;0;0;0;0;0;0;0;0;0
thee;0;0;0;0;0;0;0;0;0;0
ticket;0;0;0;0;0;0;0;0;0;0
tien;0;0;0;0;0;0;0;0;0;0
tiende;0;0;0;0;0;0;0;0;0;0
tieren;0;1;0;0;0;0;0;1;1;0
tijd;0;0;0;0;0;0;0;0;0;1
tijdelijk;0;0;0;0;0;0;0;0;0;0
tijdgenoot;0;0;0;0;0;0;0;0;0;0
tijdigheid;0;0;0;0;0;0;0;0;0;0
tijdperk;0;0;0;0;0;0;0;0;0;0
tijdschrift;0;0;0;0;0;0;0;0;0;0
tijger;0;0;0;0;0;0;0;0;0;0
tijm;0;0;0;0;0;0;0;0;0;0
timmerman;0;0;0;0;0;0;0;0;0;0
tin;0;0;0;0;0;0;0;0;0;0
tint;0;0;0;0;0;0;0;0;0;0
tip;0;0;0;0;0;0;0;0;0;0
titel;1;0;1;0;0;0;0;0;0;0
titty;0;0;0;0;0;0;0;0;0;0
TL-;0;0;0;0;0;0;0;0;0;0
toe te schrijven;0;0;0;0;0;0;0;0;0;0
toebehoren;0;0;0;0;0;0;0;0;0;0
toeëigening;0;1;0;0;0;0;0;0;0;0
toegang;0;0;0;0;0;0;0;0;0;0
toegankelijk;1;0;0;0;0;0;0;0;0;0
toegelaten;0;0;0;0;0;0;0;0;0;0
toegestaan;0;0;0;0;0;0;0;0;0;0
toegetreden;1;0;0;0;0;0;0;0;0;0
toegeven;0;0;0;0;0;0;0;0;0;0
toegevoegd;0;0;0;0;0;0;0;0;0;0
toegewijd;1;0;1;0;0;0;0;0;0;0
toegift;1;0;0;0;0;0;0;0;0;0
toehoorders;0;0;0;0;0;0;0;0;0;1
toekennen;1;0;1;0;1;0;0;0;0;1
toekomst;0;0;0;0;0;0;0;0;0;0
toelaatbaar;1;0;1;0;0;0;0;0;0;0
toelaatbaarheid;0;0;0;0;0;0;0;0;0;0
toelage;0;0;0;0;0;0;0;0;0;0
toelaten;0;0;0;0;0;0;0;0;0;0
toelating;0;0;0;0;0;0;0;0;0;0
toelichten;1;0;1;0;0;0;0;0;0;0
toeloop;0;0;0;0;0;0;0;0;0;0
toenemen;1;0;0;0;0;0;0;0;0;0
toepasselijk;1;0;1;0;0;0;0;0;0;0
toepasselijkheid;0;0;0;0;0;0;0;0;0;0
toepassen;0;0;0;0;0;0;0;0;0;0
toepassing;0;0;0;0;0;0;0;0;0;0
toereikendheid;1;0;0;0;0;0;0;0;0;0
toerist;0;0;0;0;0;0;0;0;0;0
toeslag;0;1;0;0;0;0;0;0;1;0
toespeling;0;0;0;0;0;0;0;0;0;0
toestand;1;0;0;0;0;0;0;0;0;0
toestel;0;0;0;0;0;0;0;0;0;0
toestemmen;0;0;0;0;0;0;0;0;0;0
toestemming;1;0;0;0;0;0;0;0;0;0
toeteren;0;1;0;0;0;0;0;1;1;0
toetreden;1;0;0;0;0;0;0;0;0;0
toetreding;0;0;0;0;0;0;0;0;0;0
toeval;0;0;0;1;0;0;0;0;0;0
toevallig;0;1;0;1;0;0;1;0;0;0
toevertrouwen;0;0;1;0;0;0;0;0;0;0
toevlucht;0;0;0;0;0;0;0;0;0;0
toevoegen;0;0;0;0;0;0;0;0;0;0
toevoeging;0;0;0;0;0;0;0;0;0;0
toevoegsel;1;0;0;0;0;0;0;0;0;0
toewijding;1;0;0;0;0;0;0;0;0;0
toewijzen;0;0;0;0;0;0;0;0;0;0
toewijzing;0;0;0;0;0;0;0;0;0;0
toga;0;0;0;0;0;0;0;0;0;0
toilet;0;1;0;0;0;0;0;1;0;0
tolerantie;0;0;0;0;0;0;0;0;0;0
ton;0;0;0;0;0;0;0;0;0;0
tonen;0;0;1;0;0;0;0;0;0;0
tong;0;0;0;0;0;0;0;0;0;0
tooi;0;1;0;0;0;0;0;0;0;0
toon;0;0;0;0;0;0;0;0;0;0
toonder;0;1;0;0;0;0;0;0;0;0
toonhoogte;0;0;0;0;0;0;0;0;0;0
top;1;0;1;0;0;0;0;0;0;1
toppunt;0;0;0;0;0;0;0;0;0;0
toren;1;0;0;0;0;0;0;0;0;0
tot;0;0;0;0;0;0;0;0;0;0
tot nu toe;0;1;0;0;0;0;0;0;0;0
tot slaaf maken;0;1;0;0;0;0;0;0;0;0
totaal;0;0;0;0;0;0;0;0;0;0
tour;0;0;0;0;0;0;0;0;0;0
touw;0;0;0;0;0;0;0;0;0;0
tovenaar;1;0;0;1;0;0;1;0;0;1
toveren;0;0;0;1;0;0;0;0;0;1
trachten;1;0;0;0;0;0;0;0;0;1
traditie;0;0;0;0;0;0;0;0;0;0
trainer;0;0;1;0;0;0;0;0;0;0
trance;0;1;0;0;0;0;0;0;0;0
transactie;1;0;1;1;1;0;0;0;0;1
transacties;0;0;1;0;0;0;0;0;0;0
transmissie;0;0;0;0;0;0;0;0;0;0
trap;0;0;0;0;0;0;0;0;0;0
trappenhuis;0;0;0;0;0;0;0;0;0;0
travestie;0;1;0;0;0;1;1;1;0;0
trein;0;0;0;0;0;0;0;0;0;0
trek;1;0;0;0;0;0;0;0;0;0
trekken;0;0;0;0;0;0;0;0;0;0
trend;1;0;0;0;0;0;0;0;0;0
treuren;0;1;0;0;0;1;1;0;0;0
trillen;0;0;0;0;0;0;0;0;0;0
trip;0;0;0;1;0;0;0;0;0;0
trombone;0;0;0;0;0;0;0;0;0;0
trommel;0;0;0;0;0;0;0;0;0;0
trommelaar;0;0;0;0;0;0;0;0;0;0
troost;0;0;0;0;0;0;0;0;0;0
troosten;1;0;0;0;0;1;0;0;0;0
trooster;0;0;0;0;0;0;0;0;0;0
tros;0;0;0;0;0;0;0;0;0;0
trots;1;0;1;0;1;0;0;0;0;1
trotseren;0;1;0;1;0;1;1;0;1;0
trouw;1;0;1;0;1;0;0;0;0;0
trouweloos;0;1;0;0;0;1;0;0;0;0
trouwen;1;0;1;1;1;0;1;0;0;1
truc;0;1;0;1;0;0;0;0;0;0
truck;0;0;1;0;0;0;0;0;0;0
trui;0;0;0;0;0;0;0;0;0;0
tsaar;0;0;0;0;0;0;0;0;0;0
tuig;0;0;0;0;0;0;0;0;0;0
tuimelen;0;1;0;0;0;0;0;0;0;0
tuin;1;0;0;0;1;0;0;0;0;0
tuinbouw;0;0;0;0;0;0;0;0;0;0
tuinieren;0;0;0;0;0;0;0;0;0;0
tuinman;0;0;0;0;0;0;0;0;0;0
turkoois;0;0;0;0;0;0;0;0;0;0
tussen-;0;0;0;0;0;0;0;0;0;0
tussenkomst;1;1;0;0;0;1;0;0;0;0
tussenliggende;0;0;0;0;0;0;0;0;0;0
tussenpersoon;0;0;0;0;0;0;0;0;0;0
tussentijds;0;0;0;0;0;0;0;0;0;1
twaalf;0;0;0;0;0;0;0;0;0;0
twaalfde;0;0;0;0;0;0;0;0;0;0
tweedelig;0;0;0;0;0;0;0;0;0;0
tweedracht;0;1;0;0;0;0;0;0;1;0
tweejarig;0;0;0;0;0;0;0;0;0;1
Tweelingen;0;0;0;0;0;0;0;0;0;0
tweemaandelijks;0;0;0;0;0;0;0;0;0;0
tweetalig;1;0;0;0;0;0;0;0;0;0
tweevoudigheid;0;0;0;0;0;0;0;0;0;0
tweewekelijks;0;0;0;0;0;0;0;0;0;0
tweezijdig;0;0;0;0;0;0;0;0;0;0
twijfel;0;1;1;0;0;1;1;0;0;0
twijfelachtig;0;1;1;0;0;0;1;0;0;0
twijfelende;0;1;0;0;0;0;0;0;0;0
twintig;0;0;0;0;0;0;0;0;0;0
twintigste;0;0;0;0;0;0;0;0;0;0
twist;0;0;0;0;0;0;0;0;0;0
twistziek;0;1;0;0;0;0;1;1;1;0
type;0;0;0;0;0;0;0;0;0;0
typisch;0;0;0;0;0;0;0;0;0;0
ui;0;0;0;0;0;0;0;0;0;0
uit elkaar nemen;0;0;0;0;0;0;0;0;0;0
uit elkaar vallen;0;1;0;0;0;0;1;1;0;0
uit maken;0;1;0;0;0;1;0;0;0;0
uitademen;0;0;0;0;0;0;0;0;0;0
uitbarsten;0;1;0;1;0;0;0;0;1;0
uitbarsting;0;1;0;1;0;0;1;0;1;0
uitblazen;0;1;0;0;0;0;0;0;0;0
uitbreidbaar;0;0;0;0;0;0;0;0;0;0
uitbreiden;0;1;0;0;0;0;0;0;1;0
uitbreiding;0;0;0;0;0;0;0;0;0;0
uitbundigheid;1;0;0;0;1;0;0;0;0;0
uitdagend;0;1;0;0;0;0;0;0;1;0
uitdaging;0;1;0;0;0;0;1;0;1;0
uitdelen;0;0;0;0;0;0;0;0;0;0
uitdrijving;0;1;0;0;0;1;1;0;0;0
uitdrukken;0;0;0;0;0;0;0;0;0;0
uitdrukking;0;0;0;0;0;0;0;0;0;0
uiteen;0;0;0;0;0;0;0;0;0;0
uiteinde;0;1;0;0;0;0;0;0;0;0
uiteindelijke;0;0;0;0;0;1;0;0;0;1
uitgang;0;0;0;0;0;0;0;0;0;0
uitgave;0;0;0;0;0;0;0;0;0;0
uitgaven;0;1;0;0;0;0;0;0;0;0
uitgebreid;1;0;0;0;0;0;0;0;0;0
uitgedroogd;0;0;0;0;0;0;0;0;0;0
uitgehongerd;0;1;0;0;0;1;1;0;0;0
uitgekozen;1;0;0;0;0;0;0;0;0;0
uitgeleefd;0;1;0;0;0;0;0;0;0;0
uitgelezen;1;0;0;0;1;0;0;0;0;0
uitgelijnd;0;0;0;0;0;0;0;0;0;0
uitgemaakte;0;0;0;0;0;0;0;0;0;0
uitgeput;0;1;0;0;0;1;0;0;0;0
uitgesloten;0;1;0;0;0;1;0;1;0;0
uitgesteld;0;0;0;0;0;0;0;0;0;0
uitgestorven;0;1;0;0;0;1;1;1;1;0
uitgestrektheid;0;0;0;0;0;0;0;0;0;0
uitgeven;0;0;0;0;0;0;0;0;0;0
uitgevoerd;0;0;0;0;0;0;0;0;0;0
uitgezocht;0;0;0;0;0;0;0;0;0;0
uitglijden;0;1;0;1;0;0;0;0;0;0
